Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
109,350269,350269,10000.0,2025-01-06,1
110,915668,915668,10000.0,2025-10-28,1
111,353868,353868,10000.0,2025-11-07,1
112,39999,39999,10000.0,2025-04-14,1
113,721552,721552,10000.0,2025-06-14,1
114,109692,109692,10000.0,2025-09-14,1
115,31863,31863,10000.0,2025-01-20,1
116,238073,238073,10000.0,2025-06-21,1
117,115684,115684,10000.0,2025-01-27,1
118,593201,593201,10000.0,2025-10-07,1
119,631022,631022,10000.0,2025-02-06,1
120,815347,815347,10000.0,2025-09-21,1
121,975952,975952,10000.0,2025-07-14,1
122,513206,513206,10000.0,2025-03-14,1
123,154892,154892,10000.0,2025-03-14,1
124,822690,822690,10000.0,2025-10-14,1
125,150256,150256,10000.0,2025-07-14,1
126,120495,120495,10000.0,2025-03-21,1
127,496164,496164,10000.0,2025-08-21,1
128,72482,72482,10000.0,2025-01-13,1
129,457467,457467,10000.0,2025-11-28,1
130,18449,18449,10000.0,2025-05-28,1
131,844169,844169,10000.0,2025-06-21,1
132,596403,596403,10000.0,2025-07-07,1
133,806647,806647,10000.0,2025-12-14,1
134,930294,930294,10000.0,2025-10-14,1
135,408910,408910,10000.0,2025-03-28,1
136,716984,716984,10000.0,2025-12-21,1
137,526719,526719,10000.0,2025-02-13,1
138,450247,450247,10000.0,2025-03-07,1
139,66412,66412,10000.0,2025-06-14,1
140,920473,920473,10000.0,2025-12-14,1
141,848005,848005,10000.0,2025-12-14,1
142,489332,489332,10000.0,2025-12-21,1
143,323466,323466,10000.0,2025-10-14,1
144,267232,267232,10000.0,2025-02-20,1
145,941237,941237,10000.0,2025-09-07,1
146,243076,243076,10000.0,2025-02-20,1
147,837916,837916,10000.0,2025-05-21,1
148,414745,414745,10000.0,2025-03-07,1
149,948344,948344,10000.0,2025-02-06,1
150,897338,897338,10000.0,2025-09-28,1
151,133444,133444,10000.0,2025-08-07,1
152,928915,928915,10000.0,2025-01-06,1
153,930745,930745,10000.0,2025-01-06,1
154,835500,835500,10000.0,2025-10-14,1
155,660765,660765,10000.0,2025-05-14,1
156,557720,557720,10000.0,2025-10-28,1
157,357009,357009,10000.0,2025-06-07,1
158,165185,165185,10000.0,2025-04-28,1
159,641398,641398,10000.0,2025-06-14,1
160,795132,795132,10000.0,2025-06-28,1
161,913533,913533,10000.0,2025-12-28,1
162,587549,587549,10000.0,2025-04-28,1
163,857217,857217,10000.0,2025-02-13,1
164,7066,7066,10000.0,2025-04-21,1
165,72414,72414,10000.0,2025-11-07,1
166,17300,17300,10000.0,2025-04-07,1
167,3216,3216,10000.0,2025-10-14,1
168,237998,237998,10000.0,2025-04-07,1
169,711837,711837,10000.0,2025-11-28,1
170,772602,772602,10000.0,2025-12-07,1
171,350680,350680,10000.0,2025-02-20,1
172,495561,495561,10000.0,2025-12-28,1
173,216533,216533,10000.0,2025-08-14,1
174,742773,742773,10000.0,2025-06-07,1
175,532757,532757,10000.0,2025-08-14,1
176,273447,273447,10000.0,2025-02-13,1
177,52924,52924,10000.0,2025-08-07,1
178,967853,967853,10000.0,2025-05-28,1
179,302024,302024,10000.0,2025-03-14,1
180,503949,503949,10000.0,2025-11-28,1
181,315207,315207,10000.0,2025-03-21,1
182,518002,518002,10000.0,2025-04-21,1
183,759813,759813,10000.0,2025-12-28,1
184,611234,611234,10000.0,2025-01-13,1
185,482067,482067,10000.0,2025-02-13,1
186,530636,530636,10000.0,2025-10-28,1
187,653835,653835,10000.0,2025-06-07,1
188,307148,307148,10000.0,2025-03-14,1
189,234247,234247,10000.0,2025-01-06,1
190,32825,32825,10000.0,2025-09-07,1
191,95760,95760,10000.0,2025-08-21,1
192,453837,453837,10000.0,2025-12-28,1
193,454501,454501,10000.0,2025-10-21,1
194,277197,277197,10000.0,2025-05-14,1
195,863109,863109,10000.0,2025-03-21,1
196,146183,146183,10000.0,2025-05-28,1
197,205378,205378,10000.0,2025-02-20,1
198,44879,44879,10000.0,2025-08-14,1
199,314316,314316,10000.0,2025-10-14,1
200,160305,160305,10000.0,2025-12-28,1
201,569615,569615,10000.0,2025-04-28,1
202,136197,136197,10000.0,2025-02-13,1
203,625256,625256,10000.0,2025-05-07,1
204,65169,65169,10000.0,2025-01-20,1
205,648840,648840,10000.0,2025-10-14,1
206,38329,38329,10000.0,2025-09-21,1
207,275284,275284,10000.0,2025-02-20,1
208,519794,519794,10000.0,2025-03-14,1
209,253407,253407,10000.0,2025-05-14,1
210,590616,590616,10000.0,2025-09-14,1
211,242686,242686,10000.0,2025-01-27,1
212,562,562,10000.0,2025-07-14,1
213,666524,666524,10000.0,2025-02-06,1
214,243509,243509,10000.0,2025-04-28,1
215,929281,929281,10000.0,2025-01-06,1
216,616059,616059,10000.0,2025-03-21,1
217,918322,918322,10000.0,2025-01-27,1
218,624860,624860,10000.0,2025-04-07,1
219,419098,419098,10000.0,2025-01-27,1
220,599064,599064,10000.0,2025-10-14,1
221,12099,12099,10000.0,2025-01-20,1
222,847371,847371,10000.0,2025-03-21,1
223,926451,926451,10000.0,2025-04-14,1
224,276069,276069,10000.0,2025-04-14,1
225,116310,116310,10000.0,2025-10-14,1
226,86732,86732,10000.0,2025-12-21,1
227,806060,806060,10000.0,2025-05-07,1
228,469676,469676,10000.0,2025-04-07,1
229,517064,517064,10000.0,2025-09-28,1
230,116852,116852,10000.0,2025-04-07,1
231,362567,362567,10000.0,2025-08-14,1
232,230577,230577,10000.0,2025-12-28,1
233,789469,789469,10000.0,2025-01-06,1
234,194139,194139,10000.0,2025-06-07,1
235,685769,685769,10000.0,2025-09-07,1
236,895616,895616,10000.0,2025-01-13,1
237,779668,779668,10000.0,2025-03-28,1
238,479229,479229,10000.0,2025-05-14,1
239,640842,640842,10000.0,2025-12-07,1
240,500207,500207,10000.0,2025-09-07,1
241,308307,308307,10000.0,2025-05-14,1
242,676900,676900,10000.0,2025-06-14,1
243,605103,605103,10000.0,2025-04-14,1
244,274703,274703,10000.0,2025-07-21,1
245,126955,126955,10000.0,2025-11-14,1
246,662101,662101,10000.0,2025-01-06,1
247,312937,312937,10000.0,2025-01-06,1
248,219956,219956,10000.0,2025-12-21,1
249,367126,367126,10000.0,2025-01-27,1
250,564521,564521,10000.0,2025-05-28,1
251,525420,525420,10000.0,2025-07-28,1
252,452251,452251,10000.0,2025-08-28,1
253,47618,47618,10000.0,2025-02-06,1
254,385144,385144,10000.0,2025-04-21,1
255,533618,533618,10000.0,2025-12-21,1
256,625622,625622,10000.0,2025-05-07,1
257,439472,439472,10000.0,2025-09-28,1
258,279607,279607,10000.0,2025-12-14,1
259,253889,253889,10000.0,2025-09-07,1
260,882332,882332,10000.0,2025-09-28,1
261,914313,914313,10000.0,2025-02-13,1
262,821623,821623,10000.0,2025-11-14,1
263,637287,637287,10000.0,2025-03-21,1
264,755421,755421,10000.0,2025-12-28,1
265,544774,544774,10000.0,2025-06-14,1
266,340699,340699,10000.0,2025-11-14,1
267,331854,331854,10000.0,2025-09-14,1
268,983195,983195,10000.0,2025-04-28,1
269,634963,634963,10000.0,2025-11-14,1
270,259081,259081,10000.0,2025-11-14,1
271,825052,825052,10000.0,2025-03-28,1
272,773325,773325,10000.0,2025-11-28,1
273,116232,116232,10000.0,2025-07-28,1
274,524393,524393,10000.0,2025-10-07,1
275,123867,123867,10000.0,2025-06-07,1
276,594550,594550,10000.0,2025-06-14,1
277,878001,878001,10000.0,2025-11-28,1
278,421263,421263,10000.0,2025-12-28,1
279,810809,810809,10000.0,2025-04-28,1
280,917987,917987,10000.0,2025-02-27,1
281,489767,489767,10000.0,2025-02-27,1
282,244434,244434,10000.0,2025-11-07,1
283,136783,136783,10000.0,2025-09-21,1
284,984621,984621,10000.0,2025-03-21,1
285,546512,546512,10000.0,2025-03-14,1
286,896606,896606,10000.0,2025-09-28,1
287,56744,56744,10000.0,2025-01-13,1
288,659742,659742,10000.0,2025-07-28,1
289,111064,111064,10000.0,2025-06-14,1
290,520778,520778,10000.0,2025-11-21,1
291,377587,377587,10000.0,2025-08-28,1
292,515036,515036,10000.0,2025-03-14,1
293,900061,900061,10000.0,2025-03-07,1
294,574809,574809,10000.0,2025-07-07,1
295,378817,378817,10000.0,2025-01-06,1
296,884100,884100,10000.0,2025-07-28,1
297,720881,720881,10000.0,2025-08-14,1
298,317800,317800,10000.0,2025-04-21,1
299,313431,313431,10000.0,2025-05-14,1
300,526291,526291,10000.0,2025-12-14,1
301,419861,419861,10000.0,2025-02-27,1
302,38803,38803,10000.0,2025-01-06,1
303,715262,715262,10000.0,2025-04-07,1
304,607,607,10000.0,2025-08-28,1
305,341431,341431,10000.0,2025-11-14,1
306,154641,154641,10000.0,2025-07-07,1
307,374272,374272,10000.0,2025-08-07,1
308,686019,686019,10000.0,2025-05-14,1
309,314522,314522,10000.0,2025-05-07,1
310,821684,821684,10000.0,2025-01-13,1
311,106686,106686,10000.0,2025-06-28,1
312,366983,366983,10000.0,2025-09-07,1
313,119756,119756,10000.0,2025-03-14,1
314,944674,944674,10000.0,2025-01-27,1
315,458412,458412,10000.0,2025-06-28,1
316,527647,527647,10000.0,2025-08-28,1
317,280377,280377,10000.0,2025-01-20,1
318,616822,616822,10000.0,2025-04-21,1
319,980939,980939,10000.0,2025-02-27,1
320,913229,913229,10000.0,2025-02-27,1
321,43323,43323,10000.0,2025-05-14,1
322,959567,959567,10000.0,2025-10-07,1
323,318800,318800,10000.0,2025-01-13,1
324,899154,899154,10000.0,2025-09-14,1
325,128,128,10000.0,2025-05-07,1
326,570181,570181,10000.0,2025-11-14,1
327,405999,405999,10000.0,2025-04-14,1
328,868799,868799,10000.0,2025-10-07,1
329,362947,362947,10000.0,2025-08-28,1
330,35150,35150,10000.0,2025-01-13,1
331,128877,128877,10000.0,2025-02-13,1
332,679964,679964,10000.0,2025-10-28,1
333,269366,269366,10000.0,2025-12-21,1
334,647291,647291,10000.0,2025-07-21,1
335,258448,258448,10000.0,2025-02-20,1
336,823344,823344,10000.0,2025-07-28,1
337,700911,700911,10000.0,2025-01-20,1
338,961168,961168,10000.0,2025-02-20,1
339,962685,962685,10000.0,2025-04-14,1
340,841257,841257,10000.0,2025-07-07,1
341,74769,74769,10000.0,2025-04-14,1
342,854478,854478,10000.0,2025-08-21,1
343,416972,416972,10000.0,2025-04-07,1
344,418024,418024,10000.0,2025-02-20,1
345,94136,94136,10000.0,2025-03-14,1
346,726141,726141,10000.0,2025-12-28,1
347,852411,852411,10000.0,2025-12-28,1
348,461394,461394,10000.0,2025-08-21,1
349,764418,764418,10000.0,2025-07-28,1
350,983439,983439,10000.0,2025-12-28,1
351,522828,522828,10000.0,2025-06-28,1
352,652226,652226,10000.0,2025-01-13,1
353,731410,731410,10000.0,2025-05-21,1
354,358677,358677,10000.0,2025-12-28,1
355,966779,966779,10000.0,2025-06-21,1
356,230479,230479,10000.0,2025-09-21,1
357,34143,34143,10000.0,2025-04-14,1
358,469788,469788,10000.0,2025-07-28,1
359,774263,774263,10000.0,2025-06-21,1
360,377190,377190,10000.0,2025-07-28,1
361,325364,325364,10000.0,2025-12-21,1
362,416088,416088,10000.0,2025-11-07,1
363,229862,229862,10000.0,2025-01-13,1
364,805068,805068,10000.0,2025-08-21,1
365,267400,267400,10000.0,2025-08-07,1
366,97774,97774,10000.0,2025-02-20,1
367,305318,305318,10000.0,2025-03-14,1
368,5320,5320,10000.0,2025-07-14,1
369,912459,912459,10000.0,2025-01-20,1
370,973191,973191,10000.0,2025-12-28,1
371,756352,756352,10000.0,2025-07-14,1
372,930613,930613,10000.0,2025-08-28,1
373,391908,391908,10000.0,2025-10-14,1
374,466664,466664,10000.0,2025-01-13,1
375,765700,765700,10000.0,2025-01-27,1
376,811984,811984,10000.0,2025-07-14,1
377,78931,78931,10000.0,2025-08-28,1
378,628009,628009,10000.0,2025-11-14,1
379,510171,510171,10000.0,2025-11-28,1
380,124247,124247,10000.0,2025-06-21,1
381,965803,965803,10000.0,2025-10-21,1
382,713408,713408,10000.0,2025-03-14,1
383,525604,525604,10000.0,2025-01-27,1
384,363313,363313,10000.0,2025-08-28,1
385,103531,103531,10000.0,2025-11-14,1
386,489722,489722,10000.0,2025-01-13,1
387,25190,25190,10000.0,2025-10-28,1
388,620642,620642,10000.0,2025-09-28,1
389,456927,456927,10000.0,2025-06-07,1
390,841996,841996,10000.0,2025-07-14,1
391,11963,11963,10000.0,2025-09-07,1
392,176714,176714,10000.0,2025-10-28,1
393,99786,99786,10000.0,2025-08-21,1
394,86282,86282,10000.0,2025-09-28,1
395,197576,197576,10000.0,2025-10-28,1
396,230861,230861,10000.0,2025-10-07,1
397,372059,372059,10000.0,2025-07-21,1
398,965338,965338,10000.0,2025-07-14,1
399,327835,327835,10000.0,2025-09-21,1
400,673308,673308,10000.0,2025-08-21,1
401,460686,460686,10000.0,2025-09-14,1
402,455904,455904,10000.0,2025-08-21,1
403,750185,750185,10000.0,2025-09-07,1
404,287011,287011,10000.0,2025-03-07,1
405,359348,359348,10000.0,2025-10-28,1
406,361239,361239,10000.0,2025-12-28,1
407,246377,246377,10000.0,2025-02-27,1
408,435150,435150,10000.0,2025-12-07,1
409,97004,97004,10000.0,2025-01-13,1
410,881630,881630,10000.0,2025-10-28,1
411,160254,160254,10000.0,2025-11-07,1
412,292845,292845,10000.0,2025-02-13,1
413,51725,51725,10000.0,2025-04-28,1
414,797108,797108,10000.0,2025-11-21,1
415,199537,199537,10000.0,2025-03-07,1
416,137257,137257,10000.0,2025-01-06,1
417,55622,55622,10000.0,2025-12-21,1
418,880389,880389,10000.0,2025-06-07,1
419,721955,721955,10000.0,2025-07-21,1
420,182906,182906,10000.0,2025-09-28,1
421,732600,732600,10000.0,2025-08-21,1
422,646705,646705,10000.0,2025-12-14,1
423,770772,770772,10000.0,2025-12-07,1
424,128700,128700,10000.0,2025-08-21,1
425,588068,588068,10000.0,2025-09-28,1
426,402796,402796,10000.0,2025-07-14,1
427,549874,549874,10000.0,2025-05-21,1
428,540290,540290,10000.0,2025-03-14,1
429,621872,621872,10000.0,2025-02-06,1
430,256197,256197,10000.0,2025-12-28,1
431,958117,958117,10000.0,2025-10-21,1
432,972148,972148,10000.0,2025-02-20,1
433,502088,502088,10000.0,2025-10-28,1
434,752730,752730,10000.0,2025-08-21,1
435,960472,960472,10000.0,2025-03-28,1
436,334043,334043,10000.0,2025-09-07,1
437,490202,490202,10000.0,2025-05-07,1
438,179147,179147,10000.0,2025-06-21,1
439,700918,700918,10000.0,2025-01-27,1
440,169869,169869,10000.0,2025-02-13,1
441,742756,742756,10000.0,2025-05-21,1
442,332715,332715,10000.0,2025-01-20,1
443,293965,293965,10000.0,2025-03-07,1
444,141229,141229,10000.0,2025-11-14,1
445,862028,862028,10000.0,2025-04-07,1
446,305211,305211,10000.0,2025-11-28,1
447,498116,498116,10000.0,2025-12-21,1
448,924401,924401,10000.0,2025-09-07,1
449,432192,432192,10000.0,2025-11-07,1
450,813798,813798,10000.0,2025-06-28,1
451,251265,251265,10000.0,2025-07-07,1
452,102995,102995,10000.0,2025-05-28,1
453,958018,958018,10000.0,2025-07-14,1
454,712562,712562,10000.0,2025-11-21,1
455,577447,577447,10000.0,2025-09-21,1
456,522570,522570,10000.0,2025-10-14,1
457,489454,489454,10000.0,2025-04-21,1
458,486624,486624,10000.0,2025-07-28,1
459,500228,500228,10000.0,2025-09-28,1
460,81311,81311,10000.0,2025-02-27,1
461,753682,753682,10000.0,2025-03-28,1
462,343620,343620,10000.0,2025-11-07,1
463,64718,64718,10000.0,2025-10-28,1
464,815614,815614,10000.0,2025-06-14,1
465,421835,421835,10000.0,2025-07-21,1
466,661230,661230,10000.0,2025-08-21,1
467,905718,905718,10000.0,2025-08-21,1
468,64444,64444,10000.0,2025-01-27,1
469,623121,623121,10000.0,2025-07-07,1
470,218804,218804,10000.0,2025-10-28,1
471,483514,483514,10000.0,2025-01-27,1
472,128944,128944,10000.0,2025-04-21,1
473,473380,473380,10000.0,2025-05-21,1
474,819715,819715,10000.0,2025-08-28,1
475,862659,862659,10000.0,2025-12-28,1
476,511713,511713,10000.0,2025-02-13,1
477,929088,929088,10000.0,2025-06-28,1
478,877041,877041,10000.0,2025-04-14,1
479,281742,281742,10000.0,2025-10-14,1
480,669801,669801,10000.0,2025-01-20,1
481,927617,927617,10000.0,2025-06-21,1
482,30270,30270,10000.0,2025-09-14,1
483,474037,474037,10000.0,2025-03-07,1
484,871656,871656,10000.0,2025-07-28,1
485,336375,336375,10000.0,2025-01-20,1
486,177172,177172,10000.0,2025-01-27,1
487,173451,173451,10000.0,2025-11-28,1
488,413448,413448,10000.0,2025-08-21,1
489,475479,475479,10000.0,2025-02-13,1
490,772792,772792,10000.0,2025-06-14,1
491,146946,146946,10000.0,2025-06-28,1
492,772419,772419,10000.0,2025-06-07,1
493,227161,227161,10000.0,2025-08-28,1
494,42087,42087,10000.0,2025-12-28,1
495,560481,560481,10000.0,2025-05-14,1
496,31679,31679,10000.0,2025-07-21,1
497,426732,426732,10000.0,2025-12-07,1
498,698380,698380,10000.0,2025-02-20,1
499,304952,304952,10000.0,2025-03-14,1
500,732203,732203,10000.0,2025-07-21,1
501,335978,335978,10000.0,2025-12-21,1
502,439305,439305,10000.0,2025-04-14,1
503,952322,952322,10000.0,2025-12-21,1
504,109120,109120,10000.0,2025-02-20,1
505,882287,882287,10000.0,2025-08-14,1
506,438976,438976,10000.0,2025-05-21,1
507,92605,92605,10000.0,2025-01-06,1
508,901373,901373,10000.0,2025-10-07,1
509,181007,181007,10000.0,2025-07-21,1
510,711440,711440,10000.0,2025-10-28,1
511,560946,560946,10000.0,2025-08-21,1
512,41417,41417,10000.0,2025-02-27,1
513,949326,949326,10000.0,2025-10-14,1
514,390794,390794,10000.0,2025-09-28,1
515,604249,604249,10000.0,2025-12-14,1
516,544462,544462,10000.0,2025-08-07,1
517,765516,765516,10000.0,2025-07-28,1
518,137850,137850,10000.0,2025-08-21,1
519,35112,35112,10000.0,2025-12-07,1
520,851458,851458,10000.0,2025-05-21,1
521,110881,110881,10000.0,2025-12-14,1
522,559994,559994,10000.0,2025-01-13,1
523,707072,707072,10000.0,2025-11-21,1
524,364289,364289,10000.0,2025-04-28,1
525,421165,421165,10000.0,2025-09-21,1
526,48827,48827,10000.0,2025-05-28,1
527,961922,961922,10000.0,2025-03-14,1
528,719044,719044,10000.0,2025-08-07,1
529,582533,582533,10000.0,2025-08-14,1
530,613331,613331,10000.0,2025-10-07,1
531,751235,751235,10000.0,2025-07-21,1
532,517713,517713,10000.0,2025-07-07,1
533,201633,201633,10000.0,2025-11-28,1
534,906183,906183,10000.0,2025-11-28,1
535,616571,616571,10000.0,2025-08-14,1
536,960764,960764,10000.0,2025-01-13,1
537,519734,519734,10000.0,2025-01-13,1
538,103188,103188,10000.0,2025-12-07,1
539,385862,385862,10000.0,2025-04-07,1
540,407120,407120,10000.0,2025-05-07,1
541,458270,458270,10000.0,2025-02-06,1
542,869501,869501,10000.0,2025-09-07,1
543,486549,486549,10000.0,2025-05-14,1
544,212385,212385,10000.0,2025-04-14,1
545,192431,192431,10000.0,2025-10-07,1
546,280491,280491,10000.0,2025-05-14,1
547,125576,125576,10000.0,2025-02-06,1
548,383687,383687,10000.0,2025-04-28,1
549,676548,676548,10000.0,2025-06-28,1
550,295376,295376,10000.0,2025-01-13,1
551,483950,483950,10000.0,2025-04-07,1
552,916813,916813,10000.0,2025-12-14,1
553,82844,82844,10000.0,2025-05-07,1
554,387936,387936,10000.0,2025-12-07,1
555,311891,311891,10000.0,2025-02-27,1
556,891010,891010,10000.0,2025-06-14,1
557,694238,694238,10000.0,2025-10-28,1
558,746952,746952,10000.0,2025-11-07,1
559,78771,78771,10000.0,2025-03-21,1
560,434943,434943,10000.0,2025-05-14,1
561,462509,462509,10000.0,2025-09-07,1
562,899161,899161,10000.0,2025-09-21,1
563,856844,856844,10000.0,2025-02-06,1
564,129296,129296,10000.0,2025-04-07,1
565,552131,552131,10000.0,2025-07-21,1
566,789713,789713,10000.0,2025-09-07,1
567,403224,403224,10000.0,2025-09-14,1
568,633390,633390,10000.0,2025-07-28,1
569,114114,114114,10000.0,2025-10-14,1
570,680370,680370,10000.0,2025-12-07,1
571,184119,184119,10000.0,2025-01-20,1
572,350360,350360,10000.0,2025-04-07,1
573,109614,109614,10000.0,2025-06-28,1
574,593855,593855,10000.0,2025-07-21,1
575,211935,211935,10000.0,2025-01-20,1
576,22149,22149,10000.0,2025-07-07,1
577,666835,666835,10000.0,2025-12-14,1
578,437764,437764,10000.0,2025-01-27,1
579,428874,428874,10000.0,2025-10-14,1
580,353013,353013,10000.0,2025-07-07,1
581,943545,943545,10000.0,2025-12-28,1
582,93174,93174,10000.0,2025-07-28,1
583,7516,7516,10000.0,2025-07-14,1
584,224554,224554,10000.0,2025-07-14,1
585,270885,270885,10000.0,2025-02-13,1
586,555281,555281,10000.0,2025-02-27,1
587,419243,419243,10000.0,2025-06-21,1
588,473276,473276,10000.0,2025-02-06,1
589,479711,479711,10000.0,2025-09-07,1
590,920968,920968,10000.0,2025-04-21,1
591,670448,670448,10000.0,2025-10-28,1
592,653659,653659,10000.0,2025-12-14,1
593,432785,432785,10000.0,2025-06-21,1
594,492162,492162,10000.0,2025-09-14,1
595,982250,982250,10000.0,2025-09-28,1
596,468905,468905,10000.0,2025-02-27,1
597,675351,675351,10000.0,2025-03-21,1
598,176806,176806,10000.0,2025-01-27,1
599,758349,758349,10000.0,2025-12-28,1
600,863309,863309,10000.0,2025-10-07,1
601,14166,14166,10000.0,2025-09-14,1
602,338319,338319,10000.0,2025-05-14,1
603,735521,735521,10000.0,2025-08-14,1
604,169130,169130,10000.0,2025-02-06,1
605,556103,556103,10000.0,2025-05-28,1
606,553138,553138,10000.0,2025-04-21,1
607,702534,702534,10000.0,2025-06-28,1
608,267705,267705,10000.0,2025-06-07,1
609,915363,915363,10000.0,2025-12-28,1
610,690099,690099,10000.0,2025-07-07,1
611,774789,774789,10000.0,2025-11-28,1
612,267712,267712,10000.0,2025-06-14,1
613,909432,909432,10000.0,2025-10-14,1
614,788523,788523,10000.0,2025-06-07,1
615,584181,584181,10000.0,2025-02-13,1
616,924492,924492,10000.0,2025-12-07,1
617,888424,888424,10000.0,2025-05-21,1
618,380813,380813,10000.0,2025-06-21,1
619,380593,380593,10000.0,2025-11-14,1
620,392411,392411,10000.0,2025-02-27,1
621,969531,969531,10000.0,2025-12-28,1
622,374415,374415,10000.0,2025-12-28,1
623,336808,336808,10000.0,2025-03-28,1
624,724220,724220,10000.0,2025-09-28,1
625,454670,454670,10000.0,2025-04-07,1
626,107441,107441,10000.0,2025-07-21,1
627,776862,776862,10000.0,2025-07-28,1
628,719143,719143,10000.0,2025-11-14,1
629,357138,357138,10000.0,2025-10-14,1
630,600125,600125,10000.0,2025-09-07,1
631,59337,59337,10000.0,2025-02-13,1
632,155631,155631,10000.0,2025-03-21,1
